answer_id,model_name,provider_country,licence_type,map_code,graphical_complexity,viz_technique,symbol_scaling,diagram_structure,map_source,question_id,nuts_level,map_usage_type,task_type,test_mode,score
556,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,124,region,interpretation,interpret,batch,4.75
557,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,125,region,interpretation,cause/effect,batch,3.5
558,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,126,region,interpretation,predict,batch,4.0
559,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,127,region,reading,identify,batch,0.0
560,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,128,region,reading,locate,batch,0.0
561,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,129,region,reading,retrieve value,batch,4.5
562,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,130,region,analysis,compare,batch,4.05
563,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,131,region,analysis,cluster,batch,0.0
564,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,132,region,analysis,associate,batch,4.3
565,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,133,region,interpretation,interpret,batch,4.05
566,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,134,region,interpretation,cause/effect,batch,2.45
567,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,135,region,interpretation,predict,batch,4.8
568,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,136,region,reading,identify,batch,4.4
569,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,137,region,reading,locate,batch,5.0
570,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,138,region,reading,retrieve value,batch,0.0
571,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,139,region,analysis,compare,batch,4.8
572,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,140,region,analysis,cluster,batch,0.0
573,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,141,region,analysis,associate,batch,0.0
574,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,142,region,interpretation,interpret,batch,4.75
575,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,143,region,interpretation,cause/effect,batch,4.0
576,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,144,region,interpretation,predict,batch,5.0
577,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,1,country,reading,identify,iterative,4.9
578,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,2,country,reading,locate,iterative,0.0
579,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,3,country,reading,retrieve value,iterative,0.0
580,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,4,country,analysis,compare,iterative,0.0
581,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,5,country,analysis,cluster,iterative,5.0
582,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,6,country,analysis,associate,iterative,3.9
583,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,7,country,interpretation,interpret,iterative,4.45
584,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,8,country,interpretation,cause/effect,iterative,4.8
585,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,9,country,interpretation,predict,iterative,0.0
586,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,10,country,reading,identify,iterative,5.0
587,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,11,country,reading,locate,iterative,5.0
588,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,12,country,reading,retrieve value,iterative,4.5
589,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,13,country,analysis,compare,iterative,0.0
590,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,14,country,analysis,cluster,iterative,4.05
591,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,15,country,analysis,associate,iterative,0.0
592,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,16,country,interpretation,interpret,iterative,5.0
593,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,17,country,interpretation,cause/effect,iterative,4.7
594,Gemini 1.5 Pro,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,18,country,interpretation,predict,iterative,4.25
595,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,19,country,reading,identify,iterative,5.0
596,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,20,country,reading,locate,iterative,5.0
597,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,21,country,reading,retrieve value,iterative,5.0
598,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,22,country,analysis,compare,iterative,4.2
599,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,23,country,analysis,cluster,iterative,0.0
600,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,24,country,analysis,associate,iterative,4.1
601,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,25,country,interpretation,interpret,iterative,3.3
602,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,26,country,interpretation,cause/effect,iterative,3.1
603,Gemini 1.5 Pro,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,27,country,interpretation,predict,iterative,4.75
604,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,28,region,reading,identify,iterative,5.0
605,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,29,region,reading,locate,iterative,4.5
606,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,30,region,reading,retrieve value,iterative,0.0
607,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,31,region,analysis,compare,iterative,5.0
608,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,32,region,analysis,cluster,iterative,3.9
609,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,33,region,analysis,associate,iterative,5.0
610,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,34,region,interpretation,interpret,iterative,3.55
611,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,35,region,interpretation,cause/effect,iterative,4.75
612,Gemini 1.5 Pro,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,36,region,interpretation,predict,iterative,4.55
613,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,37,region,reading,identify,iterative,5.0
614,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,38,region,reading,locate,iterative,0.0
615,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,39,region,reading,retrieve value,iterative,0.0
616,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,40,region,analysis,compare,iterative,5.0
617,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,41,region,analysis,cluster,iterative,4.2
618,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,42,region,analysis,associate,iterative,4.3
619,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,43,region,interpretation,interpret,iterative,4.75
620,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,44,region,interpretation,cause/effect,iterative,5.0
621,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-1,low,point-based symbols,proportional symbols,uniform,statistical_office,45,region,interpretation,predict,iterative,4.8
622,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,46,region,reading,identify,iterative,4.8
623,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,47,region,reading,locate,iterative,0.0
624,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,48,region,reading,retrieve value,iterative,5.0
625,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,49,region,analysis,compare,iterative,5.0
626,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,50,region,analysis,cluster,iterative,5.0
627,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,51,region,analysis,associate,iterative,3.5
628,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,52,region,interpretation,interpret,iterative,4.75
629,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,53,region,interpretation,cause/effect,iterative,4.5
630,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-2,low,point-based symbols,graduated symbols,uniform,statistical_office,54,region,interpretation,predict,iterative,4.3
631,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,55,region,reading,identify,iterative,5.0
632,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,56,region,reading,locate,iterative,0.0
633,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,57,region,reading,retrieve value,iterative,4.5
634,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,58,region,analysis,compare,iterative,4.7
635,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,59,region,analysis,cluster,iterative,0.0
636,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,60,region,analysis,associate,iterative,4.0
637,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,61,region,interpretation,interpret,iterative,4.25
638,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,62,region,interpretation,cause/effect,iterative,0.0
639,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-3,low,point-based symbols,graduated symbols,structural,statistical_office,63,region,interpretation,predict,iterative,4.45
640,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,64,region,reading,identify,iterative,5.0
641,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,65,region,reading,locate,iterative,5.0
642,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,66,region,reading,retrieve value,iterative,0.0
643,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,67,region,analysis,compare,iterative,4.5
644,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,68,region,analysis,cluster,iterative,0.0
645,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,69,region,analysis,associate,iterative,0.0
646,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,70,region,interpretation,interpret,iterative,4.0
647,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,71,region,interpretation,cause/effect,iterative,2.95
648,Gemini 1.5 Pro,USA,paid,SINGLE-D-INST-4,low,choropleth,,,statistical_office,72,region,interpretation,predict,iterative,4.75
649,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,73,country,reading,identify,iterative,4.5
650,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,74,country,reading,locate,iterative,5.0
651,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,75,country,reading,retrieve value,iterative,4.5
652,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,76,country,analysis,compare,iterative,0.0
653,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,77,country,analysis,cluster,iterative,3.4
654,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,78,country,analysis,associate,iterative,4.3
655,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,79,country,interpretation,interpret,iterative,4.8
656,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,80,country,interpretation,cause/effect,iterative,4.55
657,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-1,high,,proportional symbols,uniform,atlas,81,country,interpretation,predict,iterative,4.8
658,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,82,country,reading,identify,iterative,0.0
659,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,83,country,reading,locate,iterative,0.0
660,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,84,country,reading,retrieve value,iterative,0.0
661,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,85,country,analysis,compare,iterative,5.0
662,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,86,country,analysis,cluster,iterative,0.0
663,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,87,country,analysis,associate,iterative,5.0
664,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,88,country,interpretation,interpret,iterative,4.5
665,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,89,country,interpretation,cause/effect,iterative,0.0
666,Gemini 1.5 Pro,USA,paid,MULTI-G-ATL-2,high,,graduated symbols,structural,atlas,90,country,interpretation,predict,iterative,4.0
667,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,91,country,reading,identify,iterative,5.0
668,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,92,country,reading,locate,iterative,4.5
669,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,93,country,reading,retrieve value,iterative,0.0
670,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,94,country,analysis,compare,iterative,3.8
671,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,95,country,analysis,cluster,iterative,4.3
672,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,96,country,analysis,associate,iterative,4.4
673,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,97,country,interpretation,interpret,iterative,4.55
674,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,98,country,interpretation,cause/effect,iterative,4.25
675,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-1,high,,proportional symbols,structural,statistical_office,99,country,interpretation,predict,iterative,4.05
676,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,100,country,reading,identify,iterative,4.5
677,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,101,country,reading,locate,iterative,5.0
678,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,102,country,reading,retrieve value,iterative,0.0
679,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,103,country,analysis,compare,iterative,4.3
680,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,104,country,analysis,cluster,iterative,4.1
681,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,105,country,analysis,associate,iterative,0.0
682,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,106,country,interpretation,interpret,iterative,3.75
683,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,107,country,interpretation,cause/effect,iterative,4.3
684,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-2,high,,proportional symbols,structural,statistical_office,108,country,interpretation,predict,iterative,4.45
685,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,109,country,reading,identify,iterative,5.0
686,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,110,country,reading,locate,iterative,4.5
687,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,111,country,reading,retrieve value,iterative,5.0
688,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,112,country,analysis,compare,iterative,0.0
689,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,113,country,analysis,cluster,iterative,0.0
690,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,114,country,analysis,associate,iterative,0.0
691,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,115,country,interpretation,interpret,iterative,4.0
692,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,116,country,interpretation,cause/effect,iterative,3.25
693,Gemini 1.5 Pro,USA,paid,MULTI-G-INST-3,high,,proportional symbols,uniform,statistical_office,117,country,interpretation,predict,iterative,4.0
694,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,118,region,reading,identify,iterative,0.0
695,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,119,region,reading,locate,iterative,0.0
696,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,120,region,reading,retrieve value,iterative,0.0
697,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,121,region,analysis,compare,iterative,0.0
698,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,122,region,analysis,cluster,iterative,0.0
699,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,123,region,analysis,associate,iterative,5.0
700,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,124,region,interpretation,interpret,iterative,5.0
701,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,125,region,interpretation,cause/effect,iterative,0.0
702,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-1,high,,graduated symbols,uniform,atlas,126,region,interpretation,predict,iterative,0.0
703,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,127,region,reading,identify,iterative,0.0
704,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,128,region,reading,locate,iterative,0.0
705,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,129,region,reading,retrieve value,iterative,5.0
706,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,130,region,analysis,compare,iterative,4.3
707,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,131,region,analysis,cluster,iterative,4.5
708,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,132,region,analysis,associate,iterative,4.4
709,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,133,region,interpretation,interpret,iterative,5.0
710,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,134,region,interpretation,cause/effect,iterative,5.0
711,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-2,high,,proportional symbols,structural,atlas,135,region,interpretation,predict,iterative,4.7
712,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,136,region,reading,identify,iterative,4.5
713,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,137,region,reading,locate,iterative,0.0
714,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,138,region,reading,retrieve value,iterative,0.0
715,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,139,region,analysis,compare,iterative,0.0
716,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,140,region,analysis,cluster,iterative,0.0
717,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,141,region,analysis,associate,iterative,0.0
718,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,142,region,interpretation,interpret,iterative,5.0
719,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,143,region,interpretation,cause/effect,iterative,4.0
720,Gemini 1.5 Pro,USA,paid,MULTI-D-ATL-3,high,,graduated symbols,uniform,atlas,144,region,interpretation,predict,iterative,4.2
1009,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,1,country,reading,identify,batch,4.9
1010,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,2,country,reading,locate,batch,5.0
1011,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,3,country,reading,retrieve value,batch,5.0
1012,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,4,country,analysis,compare,batch,3.8
1013,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,5,country,analysis,cluster,batch,0.0
1014,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,6,country,analysis,associate,batch,5.0
1015,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,7,country,interpretation,interpret,batch,4.75
1016,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,8,country,interpretation,cause/effect,batch,4.45
1017,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-1,low,choropleth,,,atlas,9,country,interpretation,predict,batch,5.0
1018,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,10,country,reading,identify,batch,5.0
1019,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,11,country,reading,locate,batch,5.0
1020,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,12,country,reading,retrieve value,batch,5.0
1021,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,13,country,analysis,compare,batch,4.5
1022,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,14,country,analysis,cluster,batch,5.0
1023,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,15,country,analysis,associate,batch,4.9
1024,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,16,country,interpretation,interpret,batch,5.0
1025,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,17,country,interpretation,cause/effect,batch,3.75
1026,Claude 3.7 Sonnet,USA,paid,SINGLE-G-ATL-2,low,cartogram,,,atlas,18,country,interpretation,predict,batch,5.0
1027,Claude 3.7 Sonnet,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,19,country,reading,identify,batch,5.0
1028,Claude 3.7 Sonnet,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,20,country,reading,locate,batch,5.0
1029,Claude 3.7 Sonnet,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,21,country,reading,retrieve value,batch,5.0
1030,Claude 3.7 Sonnet,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,22,country,analysis,compare,batch,4.3
1031,Claude 3.7 Sonnet,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,23,country,analysis,cluster,batch,4.1
1032,Claude 3.7 Sonnet,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,24,country,analysis,associate,batch,5.0
1033,Claude 3.7 Sonnet,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,25,country,interpretation,interpret,batch,4.7
1034,Claude 3.7 Sonnet,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,26,country,interpretation,cause/effect,batch,0.0
1035,Claude 3.7 Sonnet,USA,paid,SINGLE-G-INST-1,low,choropleth,,,statistical_office,27,country,interpretation,predict,batch,5.0
1036,Claude 3.7 Sonnet,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,28,region,reading,identify,batch,5.0
1037,Claude 3.7 Sonnet,USA,paid,SINGLE-D-ATL-1,low,cartogram,,,atlas,29,region,reading,locate,batch,4.5
